time_s,e_lat,x_robot,y_robot,x_path,y_path,v_cmd,omega_cmd
1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0020001000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0030001000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0050001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0060001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0070001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008000100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0090001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010000100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0110001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012000100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0130001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014000100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0150001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0160001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0170001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0180001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019000100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0210001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0220001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023000100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0240001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0260001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.027000100000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028000100000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0290001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030000100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031000100000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.032000100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033000100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.034000100000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0350001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0360001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0370001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0380001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0390001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.040000100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041000100000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.042000100000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0430001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0440001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0460001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0470001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.048000100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049000100000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.050000100000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05100010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0520001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0530001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0540001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0550001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.056000100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.057000100000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.058000100000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05900010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0610001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0620001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0630001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0640001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0650001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0660001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0670001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06800010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06900010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07000010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07100010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07200010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0730001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0740001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0750001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0760001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0770001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0780001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0790001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0800001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0810001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0820001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08300010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08400010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08500010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08600010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08700010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08800010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0890001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0910001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0920001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0930001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0940001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0950001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0960001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0970001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0980001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09900010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10100010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10200010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10300010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10400010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10500010000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1060001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
